scenario,patients_per_clinic_block,patients_per_arrival_group,clinic_length_minutes,num_med_techs,num_rooms_per_provider,num_physicians,vitals_time_mean,vitals_time_k,exam_time_mean,exam_time_k,post_exam_time_mean,post_exam_time_k,room_turnover_time_mean,room_turnover_time_k,num_reps,seed,output_path,log_level
2672,36,2,240,4,2,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2673,40,2,240,4,2,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2674,44,2,240,4,2,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2675,48,2,240,4,2,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2676,24,2,240,4,2,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2677,28,2,240,4,2,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2678,32,2,240,4,2,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2679,36,2,240,4,2,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2680,40,2,240,4,2,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2681,16,2,240,4,2,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2682,20,2,240,4,2,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2683,24,2,240,4,2,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2684,28,2,240,4,2,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2685,32,2,240,4,2,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2686,32,2,240,4,2,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2687,36,2,240,4,2,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2688,40,2,240,4,2,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2689,44,2,240,4,2,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2690,48,2,240,4,2,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2691,24,2,240,4,2,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2692,28,2,240,4,2,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2693,32,2,240,4,2,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2694,36,2,240,4,2,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2695,40,2,240,4,2,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2696,16,2,240,4,2,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2697,20,2,240,4,2,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2698,24,2,240,4,2,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2699,28,2,240,4,2,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2700,32,2,240,4,2,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2701,32,2,240,4,3,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2702,36,2,240,4,3,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2703,40,2,240,4,3,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2704,44,2,240,4,3,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2705,48,2,240,4,3,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2706,24,2,240,4,3,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2707,28,2,240,4,3,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2708,32,2,240,4,3,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2709,36,2,240,4,3,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2710,40,2,240,4,3,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2711,16,2,240,4,3,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2712,20,2,240,4,3,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2713,24,2,240,4,3,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2714,28,2,240,4,3,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2715,32,2,240,4,3,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2716,32,2,240,4,3,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2717,36,2,240,4,3,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2718,40,2,240,4,3,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2719,44,2,240,4,3,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2720,48,2,240,4,3,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2721,24,2,240,4,3,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2722,28,2,240,4,3,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2723,32,2,240,4,3,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2724,36,2,240,4,3,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2725,40,2,240,4,3,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2726,16,2,240,4,3,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2727,20,2,240,4,3,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2728,24,2,240,4,3,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2729,28,2,240,4,3,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2730,32,2,240,4,3,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2731,32,2,240,4,3,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2732,36,2,240,4,3,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2733,40,2,240,4,3,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2734,44,2,240,4,3,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2735,48,2,240,4,3,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2736,24,2,240,4,3,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2737,28,2,240,4,3,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2738,32,2,240,4,3,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2739,36,2,240,4,3,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2740,40,2,240,4,3,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2741,16,2,240,4,3,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2742,20,2,240,4,3,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2743,24,2,240,4,3,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2744,28,2,240,4,3,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2745,32,2,240,4,3,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2746,32,2,240,4,3,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2747,36,2,240,4,3,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2748,40,2,240,4,3,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2749,44,2,240,4,3,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2750,48,2,240,4,3,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2751,24,2,240,4,3,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2752,28,2,240,4,3,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2753,32,2,240,4,3,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2754,36,2,240,4,3,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2755,40,2,240,4,3,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2756,16,2,240,4,3,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2757,20,2,240,4,3,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2758,24,2,240,4,3,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2759,28,2,240,4,3,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2760,32,2,240,4,3,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2761,32,2,240,4,3,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2762,36,2,240,4,3,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2763,40,2,240,4,3,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2764,44,2,240,4,3,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2765,48,2,240,4,3,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2766,24,2,240,4,3,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2767,28,2,240,4,3,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2768,32,2,240,4,3,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2769,36,2,240,4,3,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2770,40,2,240,4,3,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2771,16,2,240,4,3,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2772,20,2,240,4,3,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2773,24,2,240,4,3,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2774,28,2,240,4,3,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2775,32,2,240,4,3,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2776,32,2,240,4,3,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2777,36,2,240,4,3,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2778,40,2,240,4,3,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2779,44,2,240,4,3,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2780,48,2,240,4,3,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2781,24,2,240,4,3,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2782,28,2,240,4,3,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2783,32,2,240,4,3,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2784,36,2,240,4,3,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2785,40,2,240,4,3,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2786,16,2,240,4,3,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2787,20,2,240,4,3,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2788,24,2,240,4,3,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2789,28,2,240,4,3,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2790,32,2,240,4,3,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2791,32,2,240,4,3,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2792,36,2,240,4,3,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2793,40,2,240,4,3,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2794,44,2,240,4,3,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2795,48,2,240,4,3,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2796,24,2,240,4,3,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2797,28,2,240,4,3,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2798,32,2,240,4,3,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2799,36,2,240,4,3,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2800,40,2,240,4,3,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2801,16,2,240,4,3,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2802,20,2,240,4,3,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2803,24,2,240,4,3,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2804,28,2,240,4,3,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2805,32,2,240,4,3,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2806,32,2,240,4,3,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2807,36,2,240,4,3,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2808,40,2,240,4,3,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2809,44,2,240,4,3,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2810,48,2,240,4,3,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2811,24,2,240,4,3,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2812,28,2,240,4,3,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2813,32,2,240,4,3,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2814,36,2,240,4,3,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2815,40,2,240,4,3,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2816,16,2,240,4,3,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2817,20,2,240,4,3,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2818,24,2,240,4,3,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2819,28,2,240,4,3,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2820,32,2,240,4,3,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2821,32,2,240,4,3,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2822,36,2,240,4,3,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2823,40,2,240,4,3,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2824,44,2,240,4,3,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2825,48,2,240,4,3,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2826,24,2,240,4,3,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2827,28,2,240,4,3,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2828,32,2,240,4,3,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2829,36,2,240,4,3,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2830,40,2,240,4,3,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2831,16,2,240,4,3,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2832,20,2,240,4,3,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2833,24,2,240,4,3,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2834,28,2,240,4,3,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2835,32,2,240,4,3,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2836,32,2,240,5,1,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2837,36,2,240,5,1,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2838,40,2,240,5,1,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2839,44,2,240,5,1,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2840,48,2,240,5,1,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2841,24,2,240,5,1,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2842,28,2,240,5,1,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2843,32,2,240,5,1,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2844,36,2,240,5,1,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2845,40,2,240,5,1,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2846,16,2,240,5,1,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2847,20,2,240,5,1,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2848,24,2,240,5,1,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2849,28,2,240,5,1,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2850,32,2,240,5,1,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2851,32,2,240,5,1,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2852,36,2,240,5,1,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2853,40,2,240,5,1,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2854,44,2,240,5,1,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2855,48,2,240,5,1,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2856,24,2,240,5,1,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2857,28,2,240,5,1,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2858,32,2,240,5,1,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2859,36,2,240,5,1,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2860,40,2,240,5,1,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2861,16,2,240,5,1,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2862,20,2,240,5,1,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2863,24,2,240,5,1,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2864,28,2,240,5,1,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2865,32,2,240,5,1,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2866,32,2,240,5,1,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2867,36,2,240,5,1,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2868,40,2,240,5,1,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2869,44,2,240,5,1,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2870,48,2,240,5,1,2,12,5,10,5,2,2,2.5,7,50,77,./output,30
2871,24,2,240,5,1,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2872,28,2,240,5,1,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2873,32,2,240,5,1,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2874,36,2,240,5,1,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2875,40,2,240,5,1,2,12,5,15,5,2,2,2.5,7,50,77,./output,30
2876,16,2,240,5,1,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2877,20,2,240,5,1,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2878,24,2,240,5,1,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2879,28,2,240,5,1,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2880,32,2,240,5,1,2,12,5,20,5,2,2,2.5,7,50,77,./output,30
2881,32,2,240,5,1,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2882,36,2,240,5,1,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2883,40,2,240,5,1,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2884,44,2,240,5,1,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2885,48,2,240,5,1,2,6,5,10,5,5,2,2.5,7,50,77,./output,30
2886,24,2,240,5,1,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2887,28,2,240,5,1,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2888,32,2,240,5,1,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2889,36,2,240,5,1,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2890,40,2,240,5,1,2,6,5,15,5,5,2,2.5,7,50,77,./output,30
2891,16,2,240,5,1,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2892,20,2,240,5,1,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2893,24,2,240,5,1,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2894,28,2,240,5,1,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2895,32,2,240,5,1,2,6,5,20,5,5,2,2.5,7,50,77,./output,30
2896,32,2,240,5,1,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2897,36,2,240,5,1,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2898,40,2,240,5,1,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2899,44,2,240,5,1,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2900,48,2,240,5,1,2,9,5,10,5,5,2,2.5,7,50,77,./output,30
2901,24,2,240,5,1,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2902,28,2,240,5,1,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2903,32,2,240,5,1,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2904,36,2,240,5,1,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2905,40,2,240,5,1,2,9,5,15,5,5,2,2.5,7,50,77,./output,30
2906,16,2,240,5,1,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2907,20,2,240,5,1,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2908,24,2,240,5,1,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2909,28,2,240,5,1,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2910,32,2,240,5,1,2,9,5,20,5,5,2,2.5,7,50,77,./output,30
2911,32,2,240,5,1,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2912,36,2,240,5,1,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2913,40,2,240,5,1,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2914,44,2,240,5,1,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2915,48,2,240,5,1,2,12,5,10,5,5,2,2.5,7,50,77,./output,30
2916,24,2,240,5,1,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2917,28,2,240,5,1,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2918,32,2,240,5,1,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2919,36,2,240,5,1,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2920,40,2,240,5,1,2,12,5,15,5,5,2,2.5,7,50,77,./output,30
2921,16,2,240,5,1,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2922,20,2,240,5,1,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2923,24,2,240,5,1,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2924,28,2,240,5,1,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2925,32,2,240,5,1,2,12,5,20,5,5,2,2.5,7,50,77,./output,30
2926,32,2,240,5,1,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2927,36,2,240,5,1,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2928,40,2,240,5,1,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2929,44,2,240,5,1,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2930,48,2,240,5,1,2,6,5,10,5,8,2,2.5,7,50,77,./output,30
2931,24,2,240,5,1,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2932,28,2,240,5,1,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2933,32,2,240,5,1,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2934,36,2,240,5,1,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2935,40,2,240,5,1,2,6,5,15,5,8,2,2.5,7,50,77,./output,30
2936,16,2,240,5,1,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2937,20,2,240,5,1,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2938,24,2,240,5,1,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2939,28,2,240,5,1,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2940,32,2,240,5,1,2,6,5,20,5,8,2,2.5,7,50,77,./output,30
2941,32,2,240,5,1,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2942,36,2,240,5,1,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2943,40,2,240,5,1,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2944,44,2,240,5,1,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2945,48,2,240,5,1,2,9,5,10,5,8,2,2.5,7,50,77,./output,30
2946,24,2,240,5,1,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2947,28,2,240,5,1,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2948,32,2,240,5,1,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2949,36,2,240,5,1,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2950,40,2,240,5,1,2,9,5,15,5,8,2,2.5,7,50,77,./output,30
2951,16,2,240,5,1,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2952,20,2,240,5,1,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2953,24,2,240,5,1,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2954,28,2,240,5,1,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2955,32,2,240,5,1,2,9,5,20,5,8,2,2.5,7,50,77,./output,30
2956,32,2,240,5,1,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2957,36,2,240,5,1,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2958,40,2,240,5,1,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2959,44,2,240,5,1,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2960,48,2,240,5,1,2,12,5,10,5,8,2,2.5,7,50,77,./output,30
2961,24,2,240,5,1,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2962,28,2,240,5,1,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2963,32,2,240,5,1,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2964,36,2,240,5,1,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2965,40,2,240,5,1,2,12,5,15,5,8,2,2.5,7,50,77,./output,30
2966,16,2,240,5,1,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2967,20,2,240,5,1,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2968,24,2,240,5,1,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2969,28,2,240,5,1,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2970,32,2,240,5,1,2,12,5,20,5,8,2,2.5,7,50,77,./output,30
2971,32,2,240,5,2,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2972,36,2,240,5,2,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2973,40,2,240,5,2,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2974,44,2,240,5,2,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2975,48,2,240,5,2,2,6,5,10,5,2,2,2.5,7,50,77,./output,30
2976,24,2,240,5,2,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2977,28,2,240,5,2,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2978,32,2,240,5,2,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2979,36,2,240,5,2,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2980,40,2,240,5,2,2,6,5,15,5,2,2,2.5,7,50,77,./output,30
2981,16,2,240,5,2,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2982,20,2,240,5,2,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2983,24,2,240,5,2,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2984,28,2,240,5,2,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2985,32,2,240,5,2,2,6,5,20,5,2,2,2.5,7,50,77,./output,30
2986,32,2,240,5,2,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2987,36,2,240,5,2,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2988,40,2,240,5,2,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2989,44,2,240,5,2,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2990,48,2,240,5,2,2,9,5,10,5,2,2,2.5,7,50,77,./output,30
2991,24,2,240,5,2,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2992,28,2,240,5,2,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2993,32,2,240,5,2,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2994,36,2,240,5,2,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2995,40,2,240,5,2,2,9,5,15,5,2,2,2.5,7,50,77,./output,30
2996,16,2,240,5,2,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2997,20,2,240,5,2,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2998,24,2,240,5,2,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
2999,28,2,240,5,2,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
3000,32,2,240,5,2,2,9,5,20,5,2,2,2.5,7,50,77,./output,30
